row_id,true_label,true_class,ensemble_oof_score,best_f1_threshold,predicted_label_best_f1,predicted_class_best_f1,plot_x,plot_y
0,0,FALSE,0.17621094869590143,0.88,0,FALSE,0.09862417748014679,0.17621094869590143
1,0,FALSE,0.5985382631126397,0.88,0,FALSE,-0.02200376168926116,0.5985382631126397
2,0,FALSE,0.3509888220120378,0.88,0,FALSE,0.12909525116809767,0.3509888220120378
3,0,FALSE,0.2902694181713958,0.88,0,FALSE,0.07105249046137102,0.2902694181713958
4,0,FALSE,0.519231871596446,0.88,0,FALSE,-0.14609615476044616,0.519231871596446
5,0,FALSE,0.702292920607624,0.88,0,FALSE,0.17122404658923213,0.702292920607624
6,0,FALSE,0.08052450558899397,0.88,0,FALSE,0.09401029271652706,0.08052450558899397
7,0,FALSE,0.20108913728862138,0.88,0,FALSE,0.10298314989970336,0.20108913728862138
8,0,FALSE,0.16569217540842646,0.88,0,FALSE,-0.13387909223680347,0.16569217540842646
9,0,FALSE,0.821969045571797,0.88,0,FALSE,-0.017861062357595825,0.821969045571797
10,0,FALSE,0.6618801948982517,0.88,0,FALSE,-0.04651271127627074,0.6618801948982517
11,0,FALSE,0.7502006305531671,0.88,0,FALSE,0.15363539598549664,0.7502006305531671
12,0,FALSE,0.7758956721123532,0.88,0,FALSE,0.051791443229039225,0.7758956721123532
13,0,FALSE,0.517712811693895,0.88,0,FALSE,0.11619418077749877,0.517712811693895
14,0,FALSE,0.6830897105187733,0.88,0,FALSE,-0.020370888422160782,0.6830897105187733
15,0,FALSE,0.6093866437374607,0.88,0,FALSE,-0.09819406015748032,0.6093866437374607
16,0,FALSE,0.30932932072227,0.88,0,FALSE,0.019650523325700525,0.30932932072227
17,0,FALSE,0.8735884207509315,0.88,0,FALSE,-0.15702578780249687,0.8735884207509315
18,0,FALSE,0.5497707079392377,0.88,0,FALSE,0.11794722191732954,0.5497707079392377
19,0,FALSE,0.2382487818859272,0.88,0,FALSE,0.04739918368394333,0.2382487818859272
