Company ID,pc1,pc2,cluster,Financial distress
3,5.3682980971455505,1.9507318168843646,A Resilient high-profit cash generators,0
4,-0.7656298336693665,-1.5646154279285163,C Thin-margin vulnerable operators,0
5,1.759795910525393,0.29371483744704213,B Healthy profitable core SMEs,0
6,-0.1749704280184563,0.21135125193947107,C Thin-margin vulnerable operators,0
9,-1.221891737569147,-0.1097978093649638,C Thin-margin vulnerable operators,0
10,-1.244043445759606,6.837609447228449,C Thin-margin vulnerable operators,0
12,2.941186148200396,0.03680556195541912,B Healthy profitable core SMEs,0
13,3.2593643261964336,-2.115575565835701,A Resilient high-profit cash generators,0
14,1.0240901366734665,-0.7927618899880571,B Healthy profitable core SMEs,0
16,-0.6436035697237249,0.20669913694478897,C Thin-margin vulnerable operators,0
18,-0.19853774485647102,0.0349936953218713,C Thin-margin vulnerable operators,0
20,-1.4204654620209352,-1.0555846024402022,C Thin-margin vulnerable operators,0
23,-2.394930782171405,1.3827801678845912,C Thin-margin vulnerable operators,0
25,0.2313131911552317,0.19483900593164932,B Healthy profitable core SMEs,0
27,-1.841580437409469,-2.1102103906339837,C Thin-margin vulnerable operators,0
29,-0.9374664166442217,0.1977761595745386,C Thin-margin vulnerable operators,0
30,5.9428816692649615,1.8375336985396908,A Resilient high-profit cash generators,0
31,-0.6105066751933835,2.0692110386516043,C Thin-margin vulnerable operators,0
32,-1.4935200469381715,-0.995858215501759,C Thin-margin vulnerable operators,0
33,1.3209168911428844,-0.7199715595690657,B Healthy profitable core SMEs,0
34,6.015740588822292,-1.3634022854559245,A Resilient high-profit cash generators,0
35,2.2513495731081834,0.6191611436422033,B Healthy profitable core SMEs,0
37,2.607700634834256,0.4832855179738473,B Healthy profitable core SMEs,0
39,1.0079486744736474,-1.6046114716379616,B Healthy profitable core SMEs,0
41,4.155028394994847,-1.2736673153923421,A Resilient high-profit cash generators,0
43,5.549739888839202,-0.5389826890218515,A Resilient high-profit cash generators,0
44,0.7659527409481679,-0.5035978989885366,B Healthy profitable core SMEs,0
47,-0.20019292626381713,-1.1359966537092214,B Healthy profitable core SMEs,0
48,-2.0439558916831095,-1.013269302465381,C Thin-margin vulnerable operators,0
50,0.6421538744691635,-0.05353717156915522,B Healthy profitable core SMEs,0
52,1.2301675226085182,-1.6095013511336267,B Healthy profitable core SMEs,0
55,-0.3421627682084749,-0.8274172915299731,C Thin-margin vulnerable operators,0
56,-1.0375081256304197,1.1299185724894478,C Thin-margin vulnerable operators,0
58,1.5006675071950084,-0.5688148259570486,B Healthy profitable core SMEs,0
59,-0.5135324652565568,1.4795982339146772,C Thin-margin vulnerable operators,0
61,-0.597432404618168,-0.5738329568567029,C Thin-margin vulnerable operators,0
62,-0.6389319525395768,-0.8473806430188512,C Thin-margin vulnerable operators,0
67,-0.43034804569736373,-1.0869745092753735,B Healthy profitable core SMEs,0
70,1.4835129227769404,-1.1220543284620266,B Healthy profitable core SMEs,0
72,1.153586224595348,0.38124135204614157,B Healthy profitable core SMEs,0
76,0.38351853011239073,-0.24490285532188705,B Healthy profitable core SMEs,0
77,1.0286877225431037,-0.2147869730305319,B Healthy profitable core SMEs,0
80,0.7207175625270281,0.4235092528611388,B Healthy profitable core SMEs,0
82,1.8743170697826617,-0.8277517085443021,B Healthy profitable core SMEs,0
83,0.25775117292749566,0.3647639140172017,B Healthy profitable core SMEs,0
84,1.2356183454509255,1.5093326488402181,B Healthy profitable core SMEs,0
85,-0.2562882781335609,0.732586536806151,C Thin-margin vulnerable operators,0
86,-8.816017512800828,-2.592426763631491,E Loss-making cash-flow distressed firms,0
87,7.518124396390567,0.6554755526136626,A Resilient high-profit cash generators,0
90,-2.603138666735206,0.1845960412706274,C Thin-margin vulnerable operators,0
93,4.393904076850459,-0.8125182417235557,A Resilient high-profit cash generators,0
95,-0.7123742984323607,-0.8439475801224623,C Thin-margin vulnerable operators,0
97,0.08262154820246476,0.321657151928518,B Healthy profitable core SMEs,0
98,-1.6861832705876116,1.2845233452633187,C Thin-margin vulnerable operators,0
100,-4.858072986622869,-1.5444187331911485,E Loss-making cash-flow distressed firms,0
102,3.97706098873781,0.059700582713120565,A Resilient high-profit cash generators,0
103,1.1459535958154512,0.2789019939110971,B Healthy profitable core SMEs,0
108,4.19936216040867,-0.18790192389825172,A Resilient high-profit cash generators,0
110,3.2750662311420506,0.41925728128007905,B Healthy profitable core SMEs,0
111,2.612634139476054,0.9059998883444114,B Healthy profitable core SMEs,0
113,-1.936424330503295,-2.0545370981714886,C Thin-margin vulnerable operators,0
114,-1.7882169989307823,7.4070943206746085,C Thin-margin vulnerable operators,0
115,1.4963870191210624,-0.8318179597332946,B Healthy profitable core SMEs,0
116,2.7604879075890927,-0.36247683373679934,A Resilient high-profit cash generators,0
117,-4.540513436217579,-0.40120976462964936,C Thin-margin vulnerable operators,0
118,-0.02679780676269633,-0.2715909377332555,B Healthy profitable core SMEs,0
119,0.8389105059536923,-1.0168367718480806,B Healthy profitable core SMEs,0
123,0.19118101716527522,3.1996509418754178,C Thin-margin vulnerable operators,0
126,-0.3044191827291235,2.0045876842659296,C Thin-margin vulnerable operators,0
127,4.498409401602956,-0.8621786616798635,A Resilient high-profit cash generators,0
129,7.42618899574409,-1.1284706491027932,A Resilient high-profit cash generators,0
130,-0.07130032497081557,-0.2699818527909733,B Healthy profitable core SMEs,0
131,0.4850593182405457,-1.1885485455983353,B Healthy profitable core SMEs,0
132,4.302706085808949,-0.07337676890747774,A Resilient high-profit cash generators,0
134,0.4093284402578292,-0.2018204701861422,B Healthy profitable core SMEs,0
135,-2.6761663005305127,0.6619410372407986,C Thin-margin vulnerable operators,0
136,0.9835453585037123,-1.363056502880868,B Healthy profitable core SMEs,0
137,0.9702909729951456,-1.7341907199381614,B Healthy profitable core SMEs,0
139,1.5022752906562926,-0.46278054456072676,B Healthy profitable core SMEs,0
142,-0.2536797611097128,0.40866219751633287,C Thin-margin vulnerable operators,0
143,0.906435435338937,-0.3226491493914283,B Healthy profitable core SMEs,0
144,-1.8089247657794933,-0.8807155823916205,C Thin-margin vulnerable operators,0
145,0.8261203505472645,-0.07620340295619776,B Healthy profitable core SMEs,0
146,1.460964997918206,1.6522206324861919,B Healthy profitable core SMEs,0
147,-2.215303057200788,-1.408826095413692,C Thin-margin vulnerable operators,0
149,3.936085206241755,-0.6900029746705584,A Resilient high-profit cash generators,0
151,4.738176771380704,-1.438814671984962,A Resilient high-profit cash generators,0
152,2.8498941149465797,1.2302621804147633,A Resilient high-profit cash generators,0
155,-0.8458810716526066,0.137886167986162,C Thin-margin vulnerable operators,0
156,-0.17193367446623176,-0.6165698874939836,B Healthy profitable core SMEs,0
158,0.7061401506718326,-0.3877846180010399,B Healthy profitable core SMEs,0
159,-0.183336743119909,-0.6042577014636437,B Healthy profitable core SMEs,0
162,0.023848094190939362,1.5006446044690542,C Thin-margin vulnerable operators,0
164,-1.5579402355505279,0.7157586190639345,C Thin-margin vulnerable operators,0
166,-0.08738401641483168,1.1625415838039697,C Thin-margin vulnerable operators,0
168,-0.2846541845899292,0.7105822762443694,C Thin-margin vulnerable operators,0
169,-1.0872522973072394,0.9444499545791998,C Thin-margin vulnerable operators,0
171,-2.385064081612188,-1.9929988577442188,C Thin-margin vulnerable operators,0
172,-1.44060437016011,1.3852088437310806,C Thin-margin vulnerable operators,0
175,-1.5026113154704208,1.5937328627382945,C Thin-margin vulnerable operators,0
176,-1.2909719348308908,2.045024577646152,C Thin-margin vulnerable operators,0
179,3.8660062891416946,-0.6298241736564789,A Resilient high-profit cash generators,0
180,-0.7604229252200359,-0.1439734061443006,C Thin-margin vulnerable operators,0
182,0.09885986067015567,-1.2063855717339902,B Healthy profitable core SMEs,0
183,1.6153154345993392,-0.5791964555781222,B Healthy profitable core SMEs,0
185,-1.6771612757833978,2.4823116038870596,C Thin-margin vulnerable operators,0
186,2.9653968626743947,0.08645487420726644,A Resilient high-profit cash generators,0
189,-1.2866801520554116,-1.3733638216961435,C Thin-margin vulnerable operators,0
